GEO_ID|GEO_ID2|SUMLEVEL|GEO_NAME|P001001
Geography Identifier|Geography Identifier|Geographic Summary Level|Geography|Total population: Total
15000US110010075042|110010075042|150|Block Group 2, Census Tract 75.04, District of Columbia, District of Columbia|1816
15000US110010075043|110010075043|150|Block Group 3, Census Tract 75.04, District of Columbia, District of Columbia|542
15000US110010076011|110010076011|150|Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia|640
15000US110010076012|110010076012|150|Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia|660
15000US110010076013|110010076013|150|Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia|539
15000US110010076014|110010076014|150|Block Group 4, Census Tract 76.01, District of Columbia, District of Columbia|1792
15000US110010076015|110010076015|150|Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia|941
15000US110010076031|110010076031|150|Block Group 1, Census Tract 76.03, District of Columbia, District of Columbia|1465
15000US110010076033|110010076033|150|Block Group 3, Census Tract 76.03, District of Columbia, District of Columbia|725
15000US110010076034|110010076034|150|Block Group 4, Census Tract 76.03, District of Columbia, District of Columbia|1308
15000US110010076035|110010076035|150|Block Group 5, Census Tract 76.03, District of Columbia, District of Columbia|757
15000US110010076041|110010076041|150|Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia|1010
